gene,Var2,Var3,Var4,Var5,Var6,Var7
b2877,9.551675184,7.985249417,8.18031727,8.17336766,7.937420818,8.798012289
b2374,7.067680154,7.357973734,7.406546536,7.500908777,7.486375098,8.143448471
b1392,7.915249364,7.863772658,7.992206148,8.155208823,7.392784709,8.500914689
b1391,8.143545011,8.150880713,8.179968389,7.980252256,7.844483195,8.260633775
b1390,7.603952458,7.620624673,7.919120518,7.840231966,7.254352574,9.157341921
b1388,8.167216313,7.831714678,8.520225501,7.69099927,7.339535448,8.302563644
b1389,7.459508722,7.443742332,7.691793138,7.275916535,7.074514433,7.672020964
b1397,8.56043738,7.925314927,8.263395836,7.7727677,7.495114958,8.163769024
b1395,6.967760865,7.206919486,7.037528254,7.286558568,6.795988898,8.231105046
b1007,7.394497772,7.912675627,7.80208296,8.166844267,7.688419161,9.143858895
b1012,7.656858345,7.930577703,8.068580708,8.381058516,7.916330573,9.594277354
b0785,9.165894722,9.46007522,9.419454388,9.541192209,9.032180997,9.494378695
b3893,7.920384319,8.081168768,8.304598375,8.834946896,8.300735455,9.766005198
b3894,7.563899152,7.952786382,8.202942407,8.743711963,8.381603552,9.922415909
b1475,7.233574128,7.542551882,7.651630924,7.792498523,7.363302993,8.713680976
b3892,8.294901437,8.56628103,8.905474344,9.067105622,8.761990086,9.725975722
b1476,7.913615142,8.035056832,8.13878776,8.291895116,8.011482828,8.919031853
b0776,8.0444042,8.596974298,8.422368323,7.934508739,8.087095456,8.198229465
b3412,7.820504185,8.197751994,8.439306098,8.906967407,8.427838164,9.878365473
b2515,10.17920556,10.27532018,10.28689291,10.46764558,10.29722846,11.13030726
b4238,8.729971336,8.227917303,8.099757727,8.216765067,8.122474822,8.936245938
b4237,7.473662658,7.669993,7.706828421,8.054429006,7.68500542,9.020758673
b3924,8.620880485,8.519684675,8.577422265,8.750142665,8.792166906,9.323262143
b4209,7.333354345,7.964798503,8.092908487,8.343550183,7.790414737,8.890888513
b1387,6.926755287,7.556231779,7.584824353,7.786141656,7.341615078,8.337855518
b1393,7.407665525,7.527488598,7.782842934,7.929375765,7.143923955,8.515492012
b2912,7.675107081,8.173240178,8.116477317,8.630214598,8.355772351,9.343298578
